X,Y,OBJECTID,LOCATION,Longtitude,Latitude,INTID
-13681342.61,6310676.523,864,"ROYAL AVE, GRANVILLE ST",507167.4287,5450875.451,INT237
-13685542.44,6307049.536,865,"EWEN AVE, WOOD ST",504421.4801,5448505.816,INT53
-13680664.17,6312234.256,866,GOVERNORS CT,507609.9108,5451892.217,INT507
-13683236.33,6311455.445,867,"PRINCESS ST, FOURTH ST",505927.866,5451382.124,INT195
-13682435.14,6310650.25,868,"THIRD AVE, PINE ST, PEARSON ST",506452.6339,5450857.428,INT187
-13687452.92,6308965.779,869,DUBLIN ST,503170.2477,5449755.502,INT790
-13686909,6306177.473,870,"EWEN AVE, GIFFORD ST",503527.3516,5447935.966,INT66
-13684262.1,6309119.301,871,"THIRD AVE, FOURTEENTH ST",505258.2475,5449857.276,INT665
-13679008.84,6313928.425,872,VULCAN ST,508691.0128,5452998.78,INT36
-13680375.47,6313059.203,873,"E COLUMBIA ST, SIMPSON ST, NELSON CT",507798.0055,5452430.55,INT621
-13683413.33,6310506.727,874,"PRESCOTT ST, ASH ST",505812.7233,5450763.08,INT715
-13684301.21,6310277.588,875,"BOLE ST, MAPLE ST",505231.9363,5450613.003,INT247
-13684272.51,6309125.823,876,"THIRD AVE, FOURTEENTH ST",505251.4337,5449861.525,INT896
-13682204.34,6313773.442,877,"E TENTH AVE, MASSEY ST",506601.2018,5452894.806,INT574
-13683663.9,6309635.146,878,"THIRD AVE, MOWAT ST",505649.3646,5450194.251,INT400
-13684192.64,6309044.669,879,FOURTEENTH ST,505303.75,5449808.62,INT664
-13686378.01,6310118.386,880,"LONDON ST, EIGHTEENTH ST",503873.1459,5450508.012,INT884
-13682417.14,6311742.206,881,"FIRST ST, REGINA ST",506463.5771,5451569.789,INT421
-13684106.78,6308951.482,882,"QUAYSIDE DR, RIALTO CT",505359.9929,5449747.867,INT662
-13682361.87,6310560.62,883,"WARREN AVE, PEARSON ST",506500.6382,5450799.009,INT135
-13681297.79,6311733.144,884,FRANCIS WAY,507195.8521,5451564.785,INT20
-13681221.49,6311655.404,885,"FRANCIS WAY, MEMORIAL DR",507245.832,5451514.139,INT19
-13683144.53,6311343.364,886,"SIXTH AVE, FOURTH ST",505988.0059,5451309.074,INT174
-13687242.18,6305373.889,887,"SALTER ST, PHILLIPS ST",503309.5628,5447411.271,INT914
-13680987.77,6314779.412,888,"E TENTH AVE, RICHMOND ST",507396,5453551.832,INT520
-13684663.64,6311745.327,889,"TENTH AVE, EIGHTH ST",504993.9297,5451570.297,INT128
-13680710.26,6312255.885,890,"MINER ST, GOVERNORS CT",507579.7391,5451906.283,INT504
-13683303.52,6310371.728,891,"FOURTH AVE, ASH ST",505884.6632,5450675.081,INT126
-13682114.34,6313660.981,892,"MASSEY ST, RICKMAN PL",506660.1517,5452821.533,INT570
-13682319.39,6311623.203,893,"FIRST ST, FIFTH AVE",506527.6163,5451492.236,INT422
-13686275.59,6309993.64,894,"DUBLIN ST, EIGHTEENTH ST",503940.2178,5450426.67,INT885
-13684160.19,6310104.021,895,"FIFTH AVE, MAPLE ST",505324.3185,5450499.85,INT249
-13684556.69,6311621.055,896,"EIGHTH ST, LONDON ST",505063.9712,5451489.295,INT127
-13685642.19,6305988.24,897,"SOUTH DYKE RD, CARTER ST",504356.7327,5447813.037,INT808
-13683045.86,6311223.44,898,"REGINA ST, FOURTH ST",506052.6402,5451230.911,INT192
-13685794.83,6307261.548,899,RENNIE PL,504256.1703,5448644.06,INT894
-13680521.09,6314290.286,900,E EIGHTH AVE,507701.63,5453233.29,INT818
-13682265.5,6311557.91,901,"FIRST ST, ELGIN ST",506562.9221,5451449.686,INT689
-13681827.2,6312237.017,902,EDDIE DR,506849.1055,5451893.019,INT627
-13686869.02,6306093.588,903,"GIFFORD ST, ECKERT AVE",503553.562,5447881.227,INT76
-13681140.56,6310421.29,904,"WELLINGTON ST, HASTINGS ST, FIRST ST",507299.8451,5450709.109,INT7
-13687080.08,6308543.795,905,"SEVENTH AVE, MARINE DR, TRAPP RD",503414.402,5449480.284,INT680
-13680509.15,6314270.022,906,"BRAID ST, GRIFFITHS PL",507709.46,5453220.086,INT527
-13683447.37,6309374.189,907,"QUEENS AVE, MOWAT ST",505791.2262,5450024.126,INT402
-13682382.24,6310543.669,908,WARREN AVE,506487.3239,5450787.934,INT444
-13686172.49,6309869.056,909,"EDINBURGH ST, EIGHTEENTH ST",504007.7425,5450345.432,INT886
-13682004.58,6313527.526,910,"CHURCHILL AVE, MASSEY ST",506732.0457,5452734.584,INT568
-13682212.55,6311493.231,911,"FIRST ST, ST. PATRICK ST",506597.6069,5451407.534,INT424
-13684451.09,6311497.989,912,"EIGHTH ST, DUBLIN ST",505133.1256,5451409.08,INT159
-13684896.04,6307461.516,913,"EWEN AVE, DERWENT WAY",504844.3501,5448775.055,INT55
-13682947.78,6311103.951,914,"FIFTH AVE, FOURTH ST",506116.8978,5451153.032,INT191
-13680578.14,6312084.377,915,GOVERNORS CT,507666.3255,5451794.531,INT633
-13683146.85,6310182.361,916,"WALMSLEY ST, ASH ST",505987.3073,5450551.642,INT711
-13680357.21,6314104.061,917,E COLUMBIA ST,507808.9846,5453111.998,INT703
-13682158.48,6311427.611,918,"FIRST ST, OAKLAND ST",506633.0369,5451364.771,INT426
-13682473.24,6309501.228,919,LORNE ST,506428.5813,5450107.725,INT650
-13681007.35,6313632.768,920,"RICHMOND ST, SHERBROOKE ST",507384.196,5452804.056,INT510
-13685912.75,6310715.431,921,"TENTH AVE, FIFTEENTH ST",504177.2786,5450897.758,INT670
-13680756.93,6313381.425,922,"BUCHANAN AVE, HOSPITAL ST",507548.2077,5452640.357,INT325
-13681379.99,6310643.196,923,"ROYAL AVE, COBURG ST",507142.9994,5450853.677,INT491
-13682427.69,6309452.787,924,"LORNE ST, VICTORIA ST",506458.4232,5450076.153,INT649
-13681890.82,6312276.183,925,GLEN CT,506807.4615,5451918.515,INT629
-13681411.82,6312914.431,926,"ALBERTA ST, HARVEY ST",507120.257,5452335.209,INT704
-13681946.52,6312328.015,927,"E SIXTH AVE, GINGER DR",506770.9796,5451952.279,INT598
-13683087.88,6310109.973,928,"THIRD AVE, ASH ST",506025.942,5450504.456,INT40
-13686070.23,6309743.913,929,"EIGHTH AVE, EIGHTEENTH ST",504074.7129,5450263.83,INT746
-13684347.36,6311375.291,930,"EIGHTH ST, EDINBURGH ST",505201.0638,5451329.102,INT160
-13682104.57,6311361.785,931,"FIRST ST, FOURTH AVE",506668.3525,5451321.872,INT430
-13686536.36,6306847.845,932,HIGHWAY 91A,503770.9944,5448373.692,INT49
-13682373.76,6309384.29,933,"CARNARVON ST, LORNE ST",506493.7633,5450031.5,INT729
-13680681.82,6314410.611,934,"GARFIELD ST, BRAID ST",507596.4098,5453311.61,INT524
-13686801.75,6305987.109,935,"GIFFORD ST, BASRAN AVE",503597.6418,5447811.751,INT75
-13680610.65,6314335.795,936,"MCDONALD ST, BRAID ST",507643.019,5453262.886,INT523
-13685715.43,6307134.952,937,CRANE PL,504308.2033,5448561.475,INT895
-13686492.41,6305675.246,938,SPARKS CT,503800.2895,5447608.312,INT807
-13685808.6,6310588.525,939,"LONDON ST, FIFTEENTH ST",504245.4857,5450815.016,INT955
-13681272.74,6310512.747,940,"AGNES ST, COBURG ST",507213.2823,5450768.663,INT698
-13684241.39,6311254.012,941,"EIGHTH AVE, EIGHTH ST",505270.4672,5451250.052,INT161
-13684319.22,6309087.21,942,"THIRD AVE, QUAYSIDE DR",505220.8876,5449836.3,INT952
-13681639.73,6314241.253,943,"E TENTH AVE, LAUREL ST",506970.09,5453200.34,INT618
-13686531.63,6306826.033,944,HIGHWAY 91A,503774.1002,5448359.458,INT50
-13685962.65,6309612.715,945,"HAMILTON ST, EIGHTEENTH ST",504145.1688,5450178.279,INT745
-13681789.4,6313265.692,946,"E EIGHTH AVE, MASSEY ST",506872.9949,5452563.992,INT328
-13680549.73,6314261.654,947,"BRAID ST, E EIGHTH AVE",507682.9267,5453214.592,INT826
-13687070.84,6305122.671,948,"SOUTH DYKE RD, PHILLIPS ST",503421.8335,5447247.341,INT913
-13680216.76,6313924.198,949,"KELLY ST, MAJOR ST",507901.0075,5452994.833,INT693
-13687534.36,6306706.961,950,BOUNDARY RD,503117.7811,5448281.329,INT934
-13682732.75,6310842.438,951,"FOURTH AVE, FOURTH ST",506257.7728,5450982.585,INT193
-13684097.34,6312212.294,952,"TENTH AVE, FIFTH ST",505364.1036,5451875.247,INT156
-13684415.94,6310289.826,953,"SIXTH AVE, ELEVENTH ST",505156.8627,5450620.917,INT393
-13687042.85,6308445.752,954,MARINE WAY,503438.81,5449416.32,INT899
-13685706.46,6310464.09,955,"DUBLIN ST, FIFTEENTH ST",504312.3802,5450733.885,INT840
-13681947.04,6311170.102,956,"FIRST ST, EMORY ST",506771.5668,5451196.952,INT432
-13683961.31,6307590.689,957,"SALTER ST, FURNESS ST",505456.068,5448859.93,INT4
-13687156.76,6309679.394,958,"TENTH AVE, TWENTY-FIRST ST",503363.7697,5450221.253,INT779
-13684133.31,6311124.589,959,"HAMILTON ST, EIGHTH ST",505341.2609,5451165.69,INT154
-13683720.36,6309587.548,960,"THIRD AVE, SHAW ST",505612.4503,5450163.156,INT401
-13685031.38,6309783.485,961,"SIXTH AVE, SHARPE ST",504754.4573,5450290.194,INT273
-13685855.05,6309481.785,962,"SEVENTH AVE, EIGHTEENTH ST",504215.6459,5450092.902,INT888
-13681888.83,6311099.97,963,"FIRST ST, THIRD AVE",506809.7084,5451151.248,INT482
-13682868.51,6309842.028,964,"QUEENS AVE, ASH ST",506169.6768,5450329.793,INT716
-13687105.24,6309616.509,965,"NINTH AVE, TWENTY-FIRST ST",503397.5065,5450180.243,INT721
-13678541.67,6313340.368,966,BRAID ST,508997.1774,5452615.756,INT613
-13681465.36,6312915.377,967,"E SIXTH AVE, ALBERTA ST",507085.2352,5452335.781,INT321
-13681683.78,6313134.601,968,"E DURHAM ST, MASSEY ST",506942.1883,5452478.581,INT327
-13680518.47,6315325.581,969,COLBY ST,507702.4027,5453908.389,INT706
-13686313.06,6308816.683,970,MARINE WAY,503916.2489,5449658.691,INT774
-13679935.13,6313613.603,971,"GARRETT ST, SHERBROOKE ST",508085.4968,5452792.542,INT545
-13686725.2,6305866.553,972,"GIFFORD ST, GALBRAITH AVE",503647.8072,5447733.09,INT73
-13684023.53,6310994.771,973,"SEVENTH AVE, EIGHTH ST",505413.1625,5451081.07,INT152
-13685621.77,6309237.273,974,"STEWARDSON WAY, RIVER DR",504368.4205,5449933.477,INT668
-13685603.66,6310339.011,975,"EDINBURGH ST, FIFTEENTH ST",504379.706,5450652.334,INT954
-13687738.69,6309119.165,976,LONDON PL,502983.1787,5449855.487,INT268
-13682641.34,6312579.758,977,EIGHTH AVE,506316.2808,5452115.941,INT977
-13680269.89,6313055.941,978,"NELSON CT, NELSON CR",507866.8489,5452428.54,INT978
-13684802.18,6310462.09,979,"KELVIN ST, TWELFTH ST",504901.5794,5450730.877,INT979
-13684979.37,6310315.476,980,"KELVIN ST, THIRTEENTH ST",504789.4514,5450638.211,INT980
-13685151.54,6310173.389,981,"KELVIN ST, FOURTEENTH ST",504676.8001,5450545.071,INT981
-13684365.16,6307797.195,982,"CAMATA ST, EWEN AVE",505191.6955,5448994.32,INT982
